"CODI","DENOMINACIÓ GENÈRICA","NOM","CORREU ELECTRÒNIC 1","CORREU ELECTRÒNIC 2","PÀGINA WEB","TITULAR","NIF","LOCALITAT","MUNICIPI","ADREÇA","CP","ILLA","TELEF1"
"07014089","EIEL","JOGUINA","escolajoguina@telefonica.net","","","AJUNTAMENT DE CIUTADELLA","P0701500A","CIUTADELLA","CIUTADELLA","PLAÇA DON JOAN DE BORBÓ,COMTE DE BARCELONA,S/N","07760","MENORCA","971384258"
"07014260","EIEL","LA GOLA","eilagola@estudi6.com","","","AJUNTAMENT DE POLLENÇA","P0704200E","PORT DE POLLENÇA","POLLENÇA","C/ MAGALLANES, NÚM. 32","07470","MALLORCA","971867901"
"07013875","EIEL","LA MIRANDA","escoleta@conselldeformentera.cat","","","CONSELL INSULAR DE FORMENTERA","P0702400C","SANT FRANCESC","FORMENTERA","AV. PORTO SALER, S/N _ C/ DE PIUS TUR MAYANS, S/N","07860","FORMENTERA","971323415"
"07014338","EIEL","LLORET","eilloret3@gmail.com","","","AJUNTAMENT DE LLORET DE VISTA ALEGRE","P0702800D","LLORET DE VISTA ALEGRE","LLORET DE VISTALEGRE","C/ BAIX DE SA RIBA , S/N","07518","MALLORCA","971524588"
"07013474","EIEL","MAGALUF","eimagaluf@calvia.com","","","AJUNTAMENT DE CALVIÀ","P0701100J","MAGALUF","CALVIÀ","C/ COLOMS, 17","07181","MALLORCA","971131569"
"07016761","EIEL","MARIA DE LA SALUT","escoletamariadelasalut@ajmariadelasalut.net","ajuntament@ajmariadelasalut.net","","AJUNTAMENT DE MARIA DE LA SALUT","P07035001","MARIA DE LA SALUT","MARIA DE LA SALUT","C/ ESCOLA DE NINES S/N","07519","MALLORCA","971525002"
"07013243","EIEL","MARIA MUT I MANDILEGO","eimariamut@pmei.palma.cat","","","AJUNTAMENT DE PALMA","P0704000I","LA SOLEDAT","PALMA","C/ AMER, 53","07007","MALLORCA","971241148"
"07012901","EIEL","MARIA SÁNCHEZ SERVERA","ajuntament@ajsantaeugenia.net","","","AJUNTAMENT DE SANTA EUGENIA","P0705300B","SANTA EUGÈNIA","SANTA EUGÈNIA","C/ JOSEP BALAGUER, S/N","07142","MALLORCA","971144313"
"07016751","EIEL","MARRATXÍ","","","","AJUNTAMENT DE MARRATXÍ","P0703600G","PLA DE NA TESA","MARRATXÍ","C/ CAN BAIX SOL, NÚM. 4","07141","MALLORCA",""
"07014569","EIEL","MENUTS","eimenuts.santagertrudis@gmail.com","tblazquez@arquisocial.es","","AJUNTAMENT DE SANTA EULÀRIA DES RIU","P0705400J","SANTA GERTRUDIS DE FRUITERA","SANTA EULÀRIA DES RIU","C/ VENDA DE CAS SAVIONS, 2","07815","EIVISSA","971197677"
"07015811","EIEL","MESMENUTS","eimesmenuts@gmail.com","ajuntament@palmanyola.org","","ENTITAT LOCAL MENOR DE PALMANYOLA","P0701000B","PALMANYOLA","BUNYOLA","C/ MAGNOLIES S/N CANTONADA C/ JASMINS","07193","MALLORCA","971237371"
"07016190","EIEL","MOIXAINA","escoletallubi@gmail.com","batlia@ajllubi.net","","AJUNTAMENT DE LLUBI","P0703000J","LLUBÍ","LLUBÍ","C/ ROCA LLISA, NÚM. 10","07430","MALLORCA","971522282"
"07014351","EIEL","MONTAURA","escoletamancor@gmail.com","","","AJUNTAMENT DE MANCOR DE LA VALL","P0703400B","MANCOR DE LA VALL","MANCOR DE LA VALL","C/ PEDREGUARET, S/N","07312","MALLORCA","971870725"
"07013073","EIEL","NA BURGUESA","eisoncaliu@calvia.com","","","AJUNTAMENT DE CALVIÀ","P0701100J","PALMANOVA","CALVIÀ","C/ SARAGOSSA, 4","07181","MALLORCA","971134799"
"07013978","EIEL","NA POL","escoletanapol@hotmail.com","","","AJUNTAMENT DE SANT LLORENÇ DES CARDASSAR","P0705100F","SA COMA","SANT LLORENÇ DES CARDASSAR","C/ MARESELVA, S/N","07530","MALLORCA","971587084"
"07012949","EIEL","NINS I NINES","eininsinines@enequip.es","escoletaninsinines@gmail.com","","AJUNTAMENT DE MANACOR","P0703300D","MANACOR","MANACOR","C/ DE SOLIMÀ, NÚM. 14","07500","MALLORCA","971552650"
"07013176","EIEL","OCELL DEL PARADÍS","eisonferrer@calvia.com","","","AJUNTAMENT DE CALVIÀ","P0701100J","SON FERRER","CALVIÀ","C/ DE L'OCELL DEL PARADÍS, 113A","07181","MALLORCA","971230078"
"07014788","EIEL","PALMANOVA","eipalmanova@calvia.com","","","AJUNTAMENT DE CALVIÀ","P0701100J","PALMANOVA","CALVIÀ","C/ DE JOSEP Mª QUADRADO, NÚM. 9","07184","MALLORCA","971680986"
"07014594","EIEL","PENYA-SEGAT","eipenyasegat@llucmajor.org","","","AJUNTAMENT DE LLUCMAJOR","P0703100H","SA TORRE","LLUCMAJOR","C/ SANT PAU, NÚM. 25","07609","MALLORCA","610174344"
"07013541","EIEL","PERE OLIVER I DOMENGE","musica@felanitx.org","","","AJUNTAMENT DE FELANITX","P0702200G","FELANITX","FELANITX","C/ DE ROCABERTÍ,1","07200","MALLORCA","971583158"
"07014582","EIEL","PONT D'INCA NOU","ei.espontdincanou@gmail.com","","","AJUNTAMENT DE MARRATXÍ","P0703600G","ES PONT D'INCA NOU","MARRATXÍ","C/ TORRENT, 30","07141","MALLORCA","971422102"
"07014211","EIEL","POU DE SA LLUNA","poudesalluna@arta.cat","","","AJUNTAMENT D ARTA","P0700600J","ARTÀ","ARTÀ","CAMÍ DE CANALS, S/N","07570","MALLORCA","649456142"
"07013267","EIEL","ROSER GENER","escoleta@eirosergener.com","eirosergener@gmail.com","","AJUNTAMENT DE CIUTADELLA","P0701500A","CIUTADELLA","CIUTADELLA","C/ BEAT JOSEP CASTELL CAMPS, 11","07760","MENORCA","971480713"
"07014466","EIEL","SA GALERA","eisagalera@eisagalera.com","","","AJUNTAMENT DE CIUTADELLA","P0701500A","URB.SON BLANC","CIUTADELLA","C/ DE SA FIGUERA,S/N","07760","MENORCA","971487938"
"07014405","EIEL","SA GALLINETA ROSSA","coop.flordemurta@hotmail.com","","","AJUNTAMENT DE MONTUIRI","P0703800C","MONTUÏRI","MONTUÏRI","c/ SA TORRE, S/N","07230","MALLORCA","971646025"
"07014600","EIEL","SA MILOCA","eisamiloca@felanitx.org","","","AJUNTAMENT DE FELANITX","P0702200G","CAS CONCOS","FELANITX","CTRA. DE SANTANYI, S/N","07208","MALLORCA","971842252"
"07014259","EIEL","SA PILOTA","sapilota@alcudia.net","","","AJUNTAMENT D ALCUDIA","P0700300G","ALCÚDIA","ALCÚDIA","C/ FORMENTERA, S/N","07400","MALLORCA","672399520"
"07013322","EIEL","SA ROTA","escoleta@ajsineu.net","","","AJUNTAMENT DE SINEU","P0706000G","SINEU","SINEU","C/ METGE BERNARDÍ FONT, 3","07510","MALLORCA","626549059"
"07016499","EIEL","SA RUTLANA","centreinfantil_sarutlana@hotmail.com","eisarutlana@educaib.eu","centreinfantil_sarutlana@hotmail.com","AJUNTAMENT DE FORNALUTX","P0702500J","FORNALUTX","FORNALUTX","C/ JOAN ALBERTÍ ARBONA, NÚM. 10","07109","MALLORCA","654249230"
"07014417","EIEL","SA SITRA","escoletamunicipalsasitra@gmail.com","","","AJUNTAMENT DE PORRERES","P0704300C","PORRERES","PORRERES","C/ DEL PARE FRANCESC MOLINA, S/N","07260","MALLORCA","971168227"
"07008430","EIEL","SANT CLIMENT_DE 1R CICLE","eipsantcliment@gmail.com","","","AJUNTAMENT DE MAÓ","P0703200F","SANT CLIMENT","MAÓ","C/ DE L'ESCOLA NÚM.1","07712","MENORCA","971153123"
"07015896","EIEL","SANT FERRAN","escoleta@conselldeformentera.cat","","","CONSELL INSULAR DE FORMENTERA","P0702400C","SANT FERRAN DE SES ROQUES","FORMENTERA","C/ DE LA MESTRA MARIA MAYANS FERRER, S/N","07871","FORMENTERA","971323415"
"07005817","EIEL","SANTA CATALINA","eisantacatalina@pmei.palma.cat","","","AJUNTAMENT DE PALMA","P0704000I","PALMA","PALMA","C/ DESPUIG, 10","07013","MALLORCA","971737395"
"07013450","EIEL","SANTA CREU","eisantacreu@pmei.palma.cat","","","AJUNTAMENT DE PALMA","P0704000I","PALMA","PALMA","C/ SANT PERE, 25","07012","MALLORCA","971715939"
"07014284","EIEL","SANTA MARGALIDA","eisantamargalida@hotmail.com","","","AJUNTAMENT DE SANTA MARGALIDA","P0705500G","SANTA MARGALIDA","SANTA MARGALIDA","C/ GUILLEM CRESPÍ I COLL, 1","07450","MALLORCA","971856230"
"07013218","EIEL","SANTA PONÇA","eisantaponsa@calvia.com","imeb@calvia.com","","AJUNTAMENT DE CALVIÀ","P0701100J","SANTA PONÇA","CALVIÀ","C/ PUIG BLANC, 28","07180","MALLORCA","971690814"
"07014041","EIEL","SANTANYÍ","eipsantanyi@ajsantanyi.net","","","AJUNTAMENT DE SANTANYÍ","P0705700C","SANTANYÍ","SANTANYÍ","C/ DE FELANITX,S/N","07650","MALLORCA","971653846"
"07006676","EIEL","S'ARENAL","eiarenal@pmei.palma.cat","","","AJUNTAMENT DE PALMA","P0704000I","S'ARENAL","PALMA","C/ GASPAR RULLAN GARCIA, 3","07600","MALLORCA","971265253"
"07014375","EIEL","SENCELLES","eisencelles@gmail.com","","","AJUNTAMENT DE SENCELLES","P0704700D","SENCELLES","SENCELLES","C/ DONANTS DE SANG, S/N","07140","MALLORCA","971874061"
"07014442","EIEL","SES ALZINETES","escoleta@ajpuigpunyent.net","","","AJUNTAMENT DE PUIGPUNYENT","P0704500H","PUIGPUNYENT","PUIGPUNYENT","C/ MAJOR, NÚM. 10","07194","MALLORCA","670411187"
"07012950","EIEL","SES CANALETES","eisescanaletes@eisescanaletes.com","escoleta@ajsantlluis.org","","AJUNTAMENT DE SANT LLUÍS","P0705200D","SANT LLUÍS","SANT LLUÍS","C/ SANT JACINT, S/N","07710","MENORCA","971150692"
"07014363","EIEL","SES CASES NOVES","escoletasescasesnoves@gmail.com","","","AJUNTAMENT DE MARRATXÍ","P0703600G","SES CASES NOVES","MARRATXÍ","C/ MIQUEL GAYÀ, S/N","07141","MALLORCA","971422659"
"07014481","EIEL","SES ORONELLES","direccio@eisesoronelles.com","","","AJUNTAMENT DE FERRERIES","P0702300E","FERRERIES","FERRERIES","AV.DE SON MORERA, 5-7","07750","MENORCA","971155227"
"07013826","EIEL","SES PAÏSSES","escoleta_sespaisses@conselldeivissa.es","","","CONSELL INSULAR D'EIVISSA","S0733001B","SANT ANTONI DE PORTMANY","SANT ANTONI DE PORTMANY","C/ DE SES PRUNERES, S/N","07820","EIVISSA","971804142"
"07016611","EIEL","SES SALINES","escoletasessalines@gmail.com","emassanet@ajsessalines.net","","AJUNTAMENT DE SES SALINES","P0705900I","SES SALINES","SES SALINES","C/ SITJAR, NÚM. 30","07640","MALLORCA","971649117"
"07013607","EIEL","S'ESCOLETA DE VILA","escoleta@eivissa.es","","","AJUNTAMENT D EIVISSA","P0702600H","EIVISSA","EIVISSA","C/ FRAI VICENT NICOLAU, 7","07800","EIVISSA","971310464"
"07013024","EIEL","S'ESTOL DEL REI EN JAUME","escoleta@alcudia.net","","","AJUNTAMENT D ALCÚDIA","P0700300G","PORT D'ALCÚDIA","ALCÚDIA","C/ DE ANTONI M. ALCOVER, S/N","07410","MALLORCA","971549965"
"07015203","EIEL","SÓLLER","escoletasoller@gmail.com","","","AJUNTAMENT DE SÓLLER","P0706100E","SÓLLER","SÓLLER","C/ PINTOR JULI RAMIS, NÚM. 10","07100","MALLORCA","971638813"
"07014570","EIEL","SON BOGA","eisonboga@enequip.es","","","AJUNTAMENT DE MANACOR","P0703300D","MANACOR","MANACOR","C/ DE SON BOGA, S/N","07500","MALLORCA","971846353"
"07014235","EIEL","SON CARRIÓ","eisoncarrio@outlook.com","","","AJUNTAMENT DE SANT LLORENÇ DES CARDASSAR","P0705100F","SON CARRIÓ","SANT LLORENÇ DES CARDASSAR","C/ DE LA ALEGRIA, S/N","07530","MALLORCA","971838415"
"07014302","EIEL","SON ESPANYOLET","eisonespanyolet@pmei.palma.cat","","","AJUNTAMENT DE PALMA","P0704000I","PALMA","PALMA","C/ RAMIRO DE MAEZTU, 2","07013","MALLORCA","971738167"
"07014201","EIEL","SON FERRIOL","eisonferriol@pmei.palma.cat","","","AJUNTAMENT DE PALMA","P0704000I","SON FERRIOL","PALMA","C/ ESCOLA NACIONAL, 60","07198","MALLORCA","971426900"
"07013413","EIEL","SON FUSTER NOU","eisonfuster@pmei.palma.cat","","","AJUNTAMENT DE PALMA","P0704000I","PALMA","PALMA","C/ GABRIEL ALZAMORA, 33","07009","MALLORCA","971479700"
"07016736","EIEL","SON GIBERT","","","","AJUNTAMENT DE PALMA","P07040001","SON GIBERT","PALMA","C/ EUCALIPTUS, S/N","07008","MALLORCA",""
"07006603","EIEL","SON ROCA","eisonroca@pmei.palma.cat","","","AJUNTAMENT DE PALMA","P0704000I","PALMA","PALMA","C/ CAP DEL PINAR, 2","07011","MALLORCA","971790656"
"07014028","EIEL","TAPERONS","escoleta@ajcampos.org","","","AJUNTAMENT DE CAMPOS","P0701300F","CAMPOS","CAMPOS","C/ DEL NORD,S/N","07630","MALLORCA","971652176"
"07008296","EIEL","TONINAINA","toninaina@incaciutat.com","","","AJUNTAMENT D INCA","P0702700F","INCA","INCA","AV. DEL RAIGUER, S/N","07300","MALLORCA","971502989"
"07014387","EIEL","TRENCADORS","eitrencadors@llucmajor.org","mpuig@llucmajor.org","","AJUNTAMENT DE LLUCMAJOR","P0703100H","S'ARENAL","LLUCMAJOR","C/ SANT BARTOMEU, NÚM. 75","07600","MALLORCA","971443278"
"07014454","EIEL","VALLDEMOSSA","escoletavalldemossa@gmail.com","","","AJUNTAMENT DE VALLDEMOSSA","P0706300A","VALLDEMOSSA","VALLDEMOSSA","C/ D'ELS VALLDEMOSSA, S/N","07170","MALLORCA","971612173"
"07014031","EIEL","XIBIT","eiesxibit@gmail.com","","","AJUNTAMENT D'ES MIGJORN GRAN","P0700001A","ES MIGJORN GRAN","ES MIGJORN GRAN","C/ DE LA MALAGARBA,S/N","07749","MENORCA","971370570"
"07014508","EMDR","ESCOLA DE MÚSICA I DANSA RECONEGUDA ANTONI TORRANDELL D'INCA_TAMBÉ CONSERVATORI MUNICIPAL EN 2018","emmat@ajinca.net","","","AJUNTAMENT D INCA","P0702700F","INCA","INCA","C/ DURETA, NÚM 5","07300","MALLORCA","971881420"
"07015963","EMDR","ESCOLA DE MÚSICA I DANSA RECONEGUDA DE FORMENTERA","escolamusica@conselldeformentera.cat","","","AJUNTAMENT DE FORMENTERA/CONSELL INSULAR  DE FORMENTERA","P0702400C","SANT FRANCESC","FORMENTERA","AVDA PORTO SALER, S/N (EDIFICI POLIVALENT IES MARC FERRER)","07860","FORMENTERA","627642093"
"07016281","EMDR","ESCOLA DE MÚSICA I DANSA RECONEGUDA DE L'ATENEU MUSICAL DE FERRERIES","ateneumusicaldeferreries@menorcaillaeducadora.org","","","ATENEU MUSICAL DE FERRERIES","G57036477","FERRERIES","FERRERIES","AV DE SON MORERA, 1 (IES Biel Martí de Ferreries)","07750","MENORCA","971374356"
"07016141","EMDR","ESCOLA DE MÚSICA I DANSA RECONEGUDA DE MANACOR_TAMBÉ CONSERVATORI MUNICIPAL EN 2016","musica@manacor.org","","","AJUNTAMENT DE MANACOR","P0703300D","MANACOR","MANACOR","C/ DE SA FÀBRICA, NÚM. 2","07500","MALLORCA","971551115"
"07015458","EMDR","ESCOLA DE MÚSICA I DANSA RECONEGUDA DE SON SERVERA","emusica@sonservera.es","patricia.ordonez@sonservera.es","","AJUNTAMENT DE SON SERVERA","P0706200C","SON SERVERA","SON SERVERA","C/ DES COS, 35","07550","MALLORCA","971567526"
"07016116","EMDR","ESCOLA DE MÚSICA I DANSA RECONEGUDA DES MERCADAL","musicadansamercadal@menorcaillaeducadora.org","","","AJUNTAMENT DES MERCADAL","P0703700E","ES MERCADAL","ES MERCADAL","C/ DE LLEVANT, NÚM 9","07740","MENORCA","649267166"
"07016074","EMDR","ESCOLA DE MÚSICA I DANSA RECONEGUDA D'ESPORLES","escolademusica@esporles.cat","tomeuauli@esporles.cat","","AJUNTAMENT D'ESPORLES","P0702000A","ESPORLES","ESPORLES","C/ CA L'AMET, S/N","07190","MALLORCA","971610931"
"07016062","EMDR","ESCOLA DE MÚSICA I DANSA RECONEGUDA PARE AULÍ DE FELANITX_TAMBÉ CONSERVATORI MUNICIPAL EN 2013","musica@felanitx.org","","","AJUNTAMENT DE FELANITX","P0702200G","FELANITX","FELANITX","C/ RECTOR PLANES , NÚM. 38","07200","MALLORCA","971584455"
"07015631","EMDR","ESCOLA DE MÚSICA RECONEGUDA DE VILAFRANCA DE BONANY","fita2020@ajvilafrancadebonany.net","mxisqueta@gmail.com","","AJUNTAMENT DE VILAFRANCA DE BONANY","P0706500F","VILAFRANCA DE BONANY","VILAFRANCA DE BONANY","C/ SANT MARTÍ, 25 A","07250","MALLORCA","971832107"
"07016347","EMR","ESCOLA DE MÚSICA I ARTS ESCÈNIQUES RECONEGUDA DE CIUTADELLA (EMAC)","secretaria@emacciutadella.com, direccioemac@menorcaillaeducadora.org","cultura@ajciutadella.org","","AJUNTAMENT DE CIUTADELLA","P0701500A","CIUTADELLA","CIUTADELLA","PLAÇA CATEDRAL, 5,  1r, EDIFICI CONSELL INSULAR MENORCA","07760","MENORCA","971385825"
"07014272","EMR","ESCOLA DE MÚSICA RECONEGUDA ANDREU TORRENS DE SANTA MARIA","emusica.andreutorrens@ajsantamariadelcami.net","","","AJUNTAMENT DE SANTA MARIA DEL CAMÍ","P0705600E","SANTA MARIA DEL CAMÍ","SANTA MARIA DEL CAMÍ","C/JAUME I , NÚM. 16 (Ses Cases des Mestres)","07320","MALLORCA","651826823"
"07016359","EMR","ESCOLA DE MÚSICA RECONEGUDA CAN BLAU DE SANT JOSEP DE SA TALAIA","canblau@santjosep.org","oscarpalerm@santjosep.org","","AJUNTAMENT DE SANT JOSEP DE SA TALAIA","P0704800B","SANT AGUSTÍ DES VEDRÀ","SANT JOSEP DE SA TALAIA","CAMI DES DENTALS, NÚM 26","07829","EIVISSA","871904288"
"07016131","EMR","ESCOLA DE MÚSICA RECONEGUDA D'ALAIOR","escolamusica@aj-alaior.org","educacio@aj-alaior.org","","AJUNTAMENT D ALAIOR","P0700200I","ALAIOR","ALAIOR","C/ MENOR, núm 20","07730","MENORCA","971378169"
"07016086","EMR","ESCOLA DE MÚSICA RECONEGUDA D'ALCÚDIA","musica@alcudia.net","","","AJUNTAMENT D ALCÚDIA","P0700300G","ALCÚDIA","ALCÚDIA","PLAÇA PORTA DE MALLORCA, núm.3 (Auditori d Alcudia)","07400","MALLORCA","971546423"
"07016037","EMR","ESCOLA DE MÚSICA RECONEGUDA D'ALGAIDA","escolamusicaalgaida@gmail.com","framisoliver777@gmail.com","","AJUNTAMENT D ALGAIDA","P0700400E","ALCÚDIA","ALGAIDA","C/ ANSELM TURMEDA, NÚM 3","07210","MALLORCA","971125076"
"07014533","EMR","ESCOLA DE MÚSICA RECONEGUDA D'ARTÀ","emma@arta.cat","escolammarta@gmail.com","","AJUNTAMENT D ARTA","P0700600J","ARTÀ","ARTÀ","PLAÇA CONQUERIDOR,  NÚM. 13, 1R PIS","07570","MALLORCA","971562008"
"07016268","EMR","ESCOLA DE MÚSICA RECONEGUDA DE BINISSALEM","escolamusicabinissalem@gmail.com","ambinissalem@gmail.com","","AJUNTAMENT DE BINISSALEM","P0700800F","BINISSALEM","BINISSALEM","C/ DE LA PORTELLA, S/N (Casal de CulturaCan Gelabert)","07350","MALLORCA","971886996"
"07016165","EMR","ESCOLA DE MUSICA RECONEGUDA DE CAMPOS","escolademusica@ajcampos.org","monicagarciasocias@hotmail.com","","AJUNTAMENT DE CAMPOS","P0701300F","CAMPOS","CAMPOS","C/ SÍQUIA, S/N","07630","MALLORCA","971652143"
"07016128","EMR","ESCOLA DE MUSICA RECONEGUDA DE CAPDEPERA","info.emmcapdepera@gmail.com","","","AJUNTAMENT DE CAPDEPERA","B07526007","CAPDEPERA","CAPDEPERA","C/ SOL, NÚM. 2","07580","MALLORCA","971563710"
"07016384","EMR","ESCOLA DE MÚSICA RECONEGUDA DE PALMA","admiescolamusica@gmail.com","administrador@escolademusicadepalma.net","","AJUNTAMENT DE PALMA","P0704000I","PALMA","PALMA","C/ BLANQUERS, NÚM. 2","07001","MALLORCA","971719127"
"07016025","EMR","ESCOLA DE MÚSICA RECONEGUDA DE PETRA","escolademusicadepetra@ajpetra.net","","","AJUNTAMENT DE PETRA","","PETRA","PETRA","C/ PARE MIQUEL DE PETRA, S/N","07520","MALLORCA","971561783"
"07015771","EMR","ESCOLA DE MÚSICA RECONEGUDA DE POLLENÇA","escolamusica@ajpollenca.net","mvalls@ajpollenca.net","","AJUNTAMENT DE POLLENÇA","P0704200E","POLLENÇA","POLLENÇA","C/ GUILLEM CIFRE DE COLONYA, NÚM. 33","07460","MALLORCA","971530015"
"07016311","EMR","ESCOLA DE MÚSICA RECONEGUDA DE PORRERES","escolademusicadeporreres@gmail.com","","","AJUNTAMENT DE PORRERES","P0704300C","PORRERES","PORRERES","C/ DE'N CERDÀ, NÚM 21","07260","MALLORCA","625655823"
"07016301","EMR","ESCOLA DE MÚSICA RECONEGUDA DE SA POBLA","musica.sapobla@gmail.com","","http://www.musicasapobla.com","AJUNTAMENT DE SA POBLA","P0704400A","SA POBLA","SA POBLA","PLAÇA DEL MERCAT, S/N  (Edifici Ca'n Garroví)","07420","MALLORCA","686016044"
"07016049","EMR","ESCOLA DE MÚSICA RECONEGUDA DE SANT LLORENÇ DES CARDASSAR","emd.santllorenc@gmail.com","","","AJUNTAMENT DE SANT LLORENÇ DES CARDASSAR","P0705100F","SANT LLORENÇ DES CARDASSAR","SANT LLORENÇ DES CARDASSAR","PLAÇA DES POU VELL, S/N 1R","07530","MALLORCA","622812751"
"07016372","EMR","ESCOLA DE MÚSICA RECONEGUDA DE SANTA MARGALIDA","escolademusica@ajsantamargalida.net","emmsantamargalida@gmail.com","","AJUNTAMENT DE SANTA MARGALIDA","P0705500G","SANTA MARGALIDA","SANTA MARGALIDA","C/ JOAN MONJO MARCH, 7","07450","MALLORCA","619819946"
"07016153","EMR","ESCOLA DE MÚSICA RECONEGUDA DE SANTANYÍ","emusica@ajsantanyi.net","bmusica@ajsantanyi.net","","AJUNTAMENT DE SANTANYÍ","P0705700C","SANTANYÍ","SANTANYÍ","C/ DE PALMA, NÚM.  29","07650","MALLORCA","971654262"
"07016335","EMR","ESCOLA DE MÚSICA RECONEGUDA DE SELVA","emusicaselva@gmail.com","","","AJUNTAMENT DE SELVA","P0705800A","SELVA","SELVA","C/ JAUME ESTERLICH S/N","07313","MALLORCA","605810872"
"07016013","EMR","ESCOLA DE MÚSICA RECONEGUDA DE SÓLLER","musica.soller@gmail.com","","","AJUNTAMENT DE SÓLLER","P0706100E","SÓLLER","SÓLLER","C/ DEL BISBE  MATEU COLOM  s/n (Edifici ses Escolàpies)","07100","MALLORCA","646827622"
"07016360","EMR","ESCOLA DE MÚSICA RECONEGUDA DE VALLDEMOSSA","escolamusicaiballvalldemossa@gmail.com","","","AJUNTAMENT DE VALLDEMOSSA","P0706300A","VALLDEMOSSA","VALLDEMOSSA","C/D'ELS VALLDEMOSSA,  6","07170","MALLORCA","617744841"
"07016050","EMR","ESCOLA DE MÚSICA RECONEGUDA IRENEU SEGARRA","emireneusegarra@gmail.com","","","IRENEU SEGARRA CENTRE ELEMENTAL, SL","B07719990","PALMA","PALMA","C/ DE FRA FRANCESC PALOU, NÚM.8","07010","MALLORCA","971292111"
"07015665","EMR","ESCOLA DE MÚSICA RECONEGUDA JOSEP RUBIO I AMENGUAL DE CALVIÀ","escolademusica@calvia.com","admin@escolademusicacalvia.es","","AJUNTAMENT DE CALVIÀ","P0701100J","CALVIÀ","CALVIÀ","PLAÇA DE L'ESGLESIA, NÚM. 1","07184","MALLORCA","971670000"
"07016529","EMR","ESCOLA DE MUSICA RECONEGUDA MAJOR 82, ESPAI D'ACTITITATS MUSICALS","catalinammm@gmail.com","","","CATALINA MARIA MOLL MAS","34069471P","PÒRTOL","MARRATXÍ","C/ MAJOR, 82","07141","MALLORCA","606746385"
"07016323","EMR","ESCOLA DE MUSICA RECONEGUDA MÉSMÚSICA","info@mesmusica.com","","","MÉSMÚSICA ESCOLA FUNDACIÓ","G57231391","PALMA","PALMA","C/JERONI ANTICH, NÚM 6, BAIXOS","07003","MALLORCA","971715151"
"07016098","EMR","ESCOLA DE MÚSICA RECONEGUDA MIQUEL TORTELL DE MURO","escolamusicamuro@gmail.com","","","AJUNTAMENT DE MURO","P0703900A","MURO","MURO","PLAÇA DEL CONVENT, 1","07440","MALLORCA","971537723"
"07016293","EMR","ESCOLA DE MÚSICA RECONEGUDA PARE ANTONI MARTORELL I MIRALLES DE MONTUÏRI","escolamusicamontuiri@gmail.com","guitarrajaume@gmail.com","","AJUNTAMENT DE MONTUÏRI","P0703800C","MONTUÏRI","MONTUÏRI","C/ COSTA I LLOBERA, S/N","07230","MALLORCA","971641425"
"07016001","EMR","ESCOLA DE MÚSICA RECONEGUDA PATRONAT MUNICIPAL DE MÚSICA D'EIVISSA","patronatdemusica@eivissa.es","","","PATRONAT MUNICIPAL DE MÚSICA D EIVISSA (AJUNTAMENT D'EIVISSA)","P5702603A","EIVISSA","EIVISSA","AV DE IGNASI WALLIS, NÚM. 26","07800","EIVISSA","971310061"
"07015975","EMR","ESCOLA DE MÚSICA RECONEGUDA UNIÓ MUSICAL SA NOSTRA TERRA","uniomusicalnostraterra@gmail.com","","","ASSOCIACIÓ UNIÓ MUSICAL SA NOSTRA TERRA DE SON FERRIOL","G07709801","SON FERRIOL","PALMA","SANT JOAN DE LA CREU, 43","07189","MALLORCA","606328751"
"07700313","EOEP","EQUIP ORIENTACIÓ EDUCATIVA I PSICOPEDAGÒGICA GENERAL  MURO","eoepmuro@educaib.eu","","","CONSELLERIA D'EDUCACIÓ","S0718176A","MURO","MURO","CARRER MOLÍ DE CAN MORAGUES, S/N","07440","MALLORCA","971860037"
"07700131","EOEP","EQUIP ORIENTACIÓ EDUCATIVA I PSICOPEDAGÒGICA GENERAL  SÓLLER","eoepsoller@educaib.eu","","","CONSELLERIA D'EDUCACIÓ","S0718184E","SÓLLER","SÓLLER","C/ DE L'HOSPICI, 2, 2n","07100","MALLORCA","971633231"
"07700052","EOEP","EQUIP ORIENTACIÓ EDUCATIVA I PSICOPEDAGÒGICA GENERAL CALVIÀ - ANDRATX","eoepcalvia@educaib.eu","","","CONSELLERIA D'EDUCACIÓ","S0718184E","SON CALIU","CALVIÀ","C/ SARAGOSSA, 4","07181","MALLORCA","971682096"
"07700064","EOEP","EQUIP ORIENTACIÓ EDUCATIVA I PSICOPEDAGÒGICA GENERAL CAMPOS","eoepcampos@educaib.eu","","","CONSELLERIA D'EDUCACIÓ","S0700081C","CAMPOS","CAMPOS","C/ DEL CONVENT, 4","07630","MALLORCA","971652431"
"07700088","EOEP","EQUIP ORIENTACIÓ EDUCATIVA I PSICOPEDAGÒGICA GENERAL EIVISSA-FORMENTERA","eoepeivissa@educaib.eu","","","CONSELLERIA D'EDUCACIÓ","S0718197G","EIVISSA","EIVISSA","VIA PÚNICA, 23","07800","EIVISSA","971306422"
"07700091","EOEP","EQUIP ORIENTACIÓ EDUCATIVA I PSICOPEDAGÒGICA GENERAL INCA","eoepinca@educaib.eu","","","CONSELLERIA D'EDUCACIÓ","S0718176A","INCA","INCA","C/ ANTONI TORRANDELL, 59","07300","MALLORCA","971506103"
